"text","staff","amenities","food/drinks","cleanliness","location"
"Food at Coliseum and Grill was delicious.",0,0,1,0,0
"Loved that we could park right outside our bungalow.",1,0,1,0,1
"We loved our visit and plan to return when we are in that area again.",0,0,0,0,1
"Too spread out walking from room to hotel activities really is not well thought out.",0,0,0,0,0
"Not family friendly.",0,0,0,0,0
"Coffee can be found 1/2 mile from your room in the morning small coffee with tip and tax will cost you 5.00 Not built as a hotel more of a wedding or Corporation meeting location.",0,0,0,0,0
"If you have a car that makes things a little easier - getting them to pick you up and take you to the resort takes some time - walking or your own car is the better solution!",0,0,0,0,0
"Beautiful resort with very poor beach access - the beach is 3 -4 miles away and must be reached by shuttle.",0,0,0,0,0
"The beach is dirty and undesirable!",0,0,0,0,0
"resort is great  but across highway from ocean  service is not great at the pool",0,0,0,0,0
"The staff are extremely helpful and courteous.",1,0,0,0,0
"Loved the breakfast by the pool as well.",0,0,1,0,0
"The staff was extremely friendly and helpful.",1,0,0,0,0
"This property rates high for luxury amazing staff and incredible location...can not wait to come back!",1,0,0,0,1
"Food was great at the Golf club but room service food was not recommendable.",0,0,0,0,0
"Our bath would not drain after taking a bath had to call service.",0,0,0,0,0
"I also thought that  52.87 was over the top for breakfast for two at the Coliseum",0,0,-1,0,0
"Breakfast at the Pavilion overlooking the infinity pool golf course and ocean can not be matched anywhere in the U.S.",0,0,0,0,0
"The staff was lovely accommodating and friendly..",1,0,0,0,0
"At Check in I was not told that I  had no breakfast with my room.",0,0,0,0,0
"Great staff clean and close to shopping and restaurants.",1,0,0,1,0
"Nice hotel and great staff.",1,0,0,0,0
"Clean room and the Bistro has great food and drinks!",0,0,1,1,0
"The staff was very helpful as well as welcoming and friendly..",1,0,0,0,0
"The room was magnificent newly up to date very spacious and clean.",0,0,0,1,0
"The hotel is walking distance to the Mall as well as near by amenities..",0,0,0,0,-1
"Lovely property in convenient location.",0,0,0,0,1
"Great staff and nice grounds.",-1,0,0,0,0
"Nice outside fire pit for sitting around with a drink on a warm night.",0,0,0,0,0
"No free breakfast but snack food  coffee available for purchase.",0,0,1,0,0
"Nice and new staff was professional  great location to freeway mall and restaurants",1,0,0,0,1
"The Bistro was great and the people were what is uper friendly.",1,0,0,0,0
"Nice staff",1,0,0,0,0
"My son stationed In Newport News and we visit him to celebrate his birthday.",0,0,0,0,1
"Pleasant ladies Starr served us great blueberry ricotta pancakes with coffee for fee.",0,0,1,0,0
"Only one thing I will correct is coffee.",0,0,1,0,0
"Even “strongest  darkest” coffee was weak. Thanks ",0,0,0,0,0
"Hotel was very clean.",0,0,0,1,0
"All the staff was very friendly.",1,0,0,0,0
"Orbitz listed that free newspaper was included...it was not  No continental breakfast although room price was at least 175 after taxes per night.",0,0,0,0,0
"Room  Trashcan was not emptied the first night of my stay and housekeeper also failed to replenish coffee what is upply for room after first night.",0,0,0,0,0
"Front desk attendant was very helpful and courteous.",1,0,0,0,0
"Clean.",0,0,0,-1,0
"The hotel was easy to get to from the airport and the staff were very helpful in checking us in and letting us know what the hotel lobby offered.",1,0,0,0,0
"The rooms were clean and spacious and allowed my wife and I to relax and enjoy our vacation.",0,0,0,1,0
"Upon arrival I was informed breakfast was not included.",0,0,0,0,0
"The room was dusty especially around coffeemaker  countertop.",0,0,0,0,0
"I called front desk housekeeper came with cleaning cloth in her pocket to wipe down area.",0,0,0,0,0
"Another day the area was not cleaned nor was the sink cleaned.",0,0,0,0,0
"I was told the housekeeper from a temp service.",0,0,0,0,0
"The hotel is not new but has great friendly and accommodating front desk housekeeping and general staff.",1,0,0,0,0
"During our visit the bar ran out of requested beverages food menus were not visible elevator is loud and sounds as if it is going to break at any time.",0,0,0,0,0
"When the bar tender ran out of Bacardi rum she stated they only get stocked once a week - inventory issues?",0,0,0,0,0
"After that we brought in our own alcohol.",0,0,0,0,0
"Beware of the front desk staff.",0,0,0,0,0
"Loved the location and the well-kept rooms.",0,0,0,0,1
"It is right by the Newport Pier which is a very crowded area and there is an extremely busy parking lot right in front of the hotel.",0,0,0,0,0
"I was happy with our stay but it was quite expensive so for that price I would not want to go back to that location.",0,0,0,0,1
"Excellent location",0,0,0,0,1
"We chose this place for the location.",0,0,0,0,0
"Walk out the front door to the beach.",0,0,0,0,0
"Reastaurants bars and shops all around.",0,0,1,0,0
"Breakfast nothing special.",0,0,0,0,0
"Walk to everything!",0,0,0,0,1
"Great staff.",1,0,0,0,0
"Perfect beach location and the bikes are included.",0,0,0,0,1
"Great location!",0,0,0,0,1
"Park your car and walk to the beach piers restaurants and bars.",0,0,-1,0,-1
"The location is perfect.",0,0,0,0,1
"Right next store is a wonderful fresh fish restaurant one of the best meals we’ve had!",0,0,1,0,0
"The staff at the Newport are terrific friendly and so accommodating!",1,0,0,0,0
"high bed grout on bathroom floor was dirty along with a stained dividing curtain.",0,0,0,0,0
"The lounge area was a good place to relax with big open air ocean views.",0,0,0,0,0
"Perfect location and ambience for our romantic getaway.",0,0,0,0,1
"Was in the area on business.",0,0,0,0,-1
"Absolutely will stay here every time I am in the area.",0,0,0,0,1
"The restaurant  bar next door was amazing as well.",0,0,1,0,0
"Hotel staff Madison was wonderfully helpful and made our stay feel like home.",1,0,0,0,0
"Great staff great food and hotel was very green and organic ... loved it.",1,0,1,0,0
"Great experience amazing location perfect vacation",0,0,0,0,1
"The food is probably one the best food you will ever have.the spa is surreal.",0,0,1,0,0
"The hotel staff is always smiling and willing to make your stay enjoyable.",1,0,0,0,0
"The bay provides a wide range of dishes next to your cabanas and the beach.",0,0,0,0,0
"Great hotel fabulous staff beautiful setting!",1,0,0,0,0
"All staff helpful friendly and going the extra step to make your stay enjoyable and relaxing.",1,0,0,0,0
"Great service beautiful place.",1,0,0,0,0
"Especially the service and the food.",-1,0,-1,0,0
"Reception was extremely helpful and staff in bar were excellent with the service.",1,0,1,0,0
"Great hotel with a great staff.",1,0,0,0,0
"Amazing breakfast !",0,0,1,0,0
"Hotel was a bit outdated but staff was very friendly and accommodating!! !",1,0,0,0,0
"The breakfasts were very filling and the wait staff were extremely friendly and helpful.",1,0,1,0,0
"Lovely hotel staff are so nice and friendly.",1,0,0,0,0
"Stayed for three nights in the Parkview lovely rooms and excellent breakfast.",0,0,1,0,0
"staff very helpful.",1,0,0,0,0
"very convenient for trains at Greystones.",0,0,0,0,1
"A pleasant stay with helpful staff and good facilities.",1,0,0,0,0
"Extremely good value for money spacious clean modern room.",0,0,0,1,0
"Family staff.",-1,0,0,0,0
"Food was extremely good!",0,0,1,0,0
"Very good food",0,0,1,0,0
"The only fresh air comes from a space also overlooking the patio and bar.",0,0,0,0,0
"We stayed here as the location was close to the motorway.",0,0,0,0,-1
"We also came from Glendalough and went to Greystones for dinner.",0,0,0,0,0
"Staff very helpful.",1,0,0,0,0
"Good location and helpful staffs make our vacation more enjoyable.",1,0,0,0,1
"An average hotel with pleasant staff.",0,0,0,0,0
"Lovely hotel with a fantastic breakfast and very helpful staff.",1,0,1,0,0
"Amazing location within a 5 minutes walk to the beach and surrounded by shops and restaurants.",0,0,0,0,1
"Dated with dirty bedspread and mouldy bathroom.",0,0,0,0,0
"The breakfast room was sunny but up a flight of stairs.",0,0,0,0,0
"The price was maybe a bit higher than other hotels around but they have a great breakfast included and they are right in the middle of the tourist area close to the beach bars and restaurants.",0,0,1,0,1
"Nice hotel good location",0,0,0,0,1
"the room is OK and the breakfast is awful nothing to eat..",0,0,0,0,0
"Nice location average hotel breakfast not bad very good pool.",0,0,0,0,0
"Loved this hotel staff very welcoming and friendly.",1,0,0,0,0
"Room smell of cigarettes smoke.",0,0,0,0,0
"Location is convenient.",0,0,0,0,1
"Breakfast choice not so good.",0,0,0,0,0
"Good hotel in a good location near the beach and night market.",0,0,0,0,0
"Staff was friendly and the breakfast was fine except it was only until 9 am.",-1,0,-1,0,0
"There is just a lot of construction around this area and therefore it can be noisy.",0,0,0,0,1
"The morning the offered a full breakfast buffet as part of the package.",0,0,1,0,0
"Overall it was a good and clean hotel.",0,0,0,1,0
"Friendly staff comfy bedproper air con and rainfall shower.",1,0,0,0,0
"Decent selection for the breakfast buffet aswell.",0,0,1,0,0
"After an overnight train journey we arrived at 6.30 in the morning and the reception staff were kind enough to let us check in early.",1,0,0,0,1
"The rooms were nice enough and the staff very friendly.",1,0,0,0,0
"The hotel is in a great location and literally 5 mins from the beach.",0,0,0,0,0
"I liked the hotel and its location close to the beach but it was noisy in the morning because of several constructions in the area.",0,0,0,0,1
"Breakfast was the same every day and had very simple choices for European breakfast.",0,0,1,0,0
"Reception staff in the evenings had problems with English although the manager during the day was very helpful.",1,0,0,0,0
"Good location with a very good price.",0,0,0,0,1
"Nice staff clean facility and good breakfast buffet.",1,0,1,1,0
"Good location good price!",0,0,0,0,1
"Restaurants cafe etc are all 5 minutes walk away.",0,0,0,0,1
"Grounds requires more upkeep but love the area they are attempting to create with the picnic tables gazebo etc.",0,0,0,0,0
"Staff was great!! !",1,0,0,0,0
"The room needed a good cleaning especially the bathroom.",0,0,0,0,0
"The floor was filthy.",0,0,0,0,0
"Pillows had a musty smell.",0,0,0,0,0
"It was a hot weekend and the AC ran all the time so that might have contributed to the musty smell.",0,0,0,0,0
"Chose not to stay here due To the fact that when we got there the area is very seedy.",0,0,0,0,0
"On positive side - everything in room is operational and location is convenient close to Marineland and the falls.",0,0,0,0,0
"Adding one star because staff was kind to wait for us and checked in after hours.",1,0,0,0,0
"Great trip overnight stay clean quiet comfortable microwave fridge tv everything you need to enjoy the area.",0,0,0,1,1
"Less than five minutes from the falls in the car.",0,0,0,0,0
"Spiders in room stains on carpet holes in walls and doors.",0,0,0,0,0
"No outlets other than the ones in the bathroom and near the door such that the coffeemaker is placed in the bathroom which is weird.",0,0,0,0,0
"The location is close to the Falls but not too dark at night.",0,0,0,0,1
"Breakfast was delicious.",0,0,1,0,0
"Very comfortable beds and great staff.",1,0,0,0,0
"Think they would make sure my room was clean before I checked into it.",0,0,0,0,0
"This is what I found under my matress.",0,0,0,0,0
"Was told by staff that there was nothing they could do.",0,0,0,0,0
"How about making sure my room is clean before I check in.",0,0,0,0,0
"Room was not clean.",0,0,0,0,0
"Extremely friendly staff that bends over backwards to assist.",1,0,0,0,0
"Great hotel staff...hould revamp the breakfast.",1,0,1,0,0
"Amazing staff breakfast was amazing clean room restroom could use alittle more cleaning but overall goos experience will stay again if in town..",1,0,1,1,0
"Great Survice and location.",0,0,0,0,1
"Only bad thing was the coffee maker was filthy",0,0,0,0,0
"The room on the other hand was a different story the room was not clean upon check in.",0,0,0,0,0
